SUBNATIO,SCHOOLID,CNT,COUNTRY,OECD,SC01Q01,SC01Q02,SC02Q01,SC03Q01,SC03Q02,SC03Q03,SC03Q04,SC04Q01,SC04Q02,SC04Q03,SC04Q04,SC04Q05,SC04Q06,SC04Q07,SC04Q08,SC04Q09,SC04Q10,SC04Q11,SC04Q12,SC04Q13,SC04Q14,SC05Q01,SC05Q02,SC06Q01,SC07Q01,SC08Q01,SC08Q02,SC09Q11,SC09Q12,SC09Q21,SC09Q22,SC09Q31,SC09Q32,SC10Q01,SC11QA1,SC11QA2,SC11QA3,SC11QA4,SC11QB1,SC11QB2,SC11QB3,SC11QB4,SC11QC1,SC11QC2,SC11QC3,SC11QC4,SC11QD1,SC11QD2,SC11QD3,SC11QD4,SC11QE1,SC11QE2,SC11QE3,SC11QE4,SC11QF1,SC11QF2,SC11QF3,SC11QF4,SC11QG1,SC11QG2,SC11QG3,SC11QG4,SC11QH1,SC11QH2,SC11QH3,SC11QH4,SC11QI1,SC11QI2,SC11QI3,SC11QI4,SC11QJ1,SC11QJ2,SC11QJ3,SC11QJ4,SC11QK1,SC11QK2,SC11QK3,SC11QK4,SC11QL1,SC11QL2,SC11QL3,SC11QL4,SC12QA1,SC12QA2,SC12QA3,SC12QA4,SC12QB1,SC12QB2,SC12QB3,SC12QB4,SC12QC1,SC12QC2,SC12QC3,SC12QC4,SC12QD1,SC12QD2,SC12QD3,SC12QD4,SC12QE1,SC12QE2,SC12QE3,SC12QE4,SC12QF1,SC12QF2,SC12QF3,SC12QF4,SC13Q01,SC13Q02,SC13Q03,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,SC14Q11,SC14Q12,SC14Q13,SC15Q01,SC15Q02,SC15Q03,SC16Q01,SC17Q01,SC17Q02,SC17Q03,SC17Q04,SC17Q05,SC18Q01,SC19Q01,SC19Q02,SC19Q03,SC19Q04,SC19Q05,SC19Q06,SC20Q01,SC20Q02,SC20Q03,SC20Q04,SC20Q05,SC21Q01,SC21Q02,SC21Q03,SC21Q04,SC22Q01,SC22Q02,SC22Q03,SC22Q04,SC22Q05,SC23Q01,SC23Q02,SC23Q03,SC24Q01,SC25Q01,SC26Q01,SC27Q01,SC28Q01,SC29Q01,ABGROUP,CLSIZE,COMPWEB,IRATCOMP,PCGIRLS,PROPCERT,PROPQUAL,RATCOMP,SCHLTYPE,SCHSIZE,SELSCH,STRATIO,RESPRES,RESPCURR,ENVLEARN,SCIPROM,SCMATEDU,TCSHORT,W_FSCHWT,STRATUM,VER_SCH
27600,00163,DEU,276,1,  501,  572,1,   98.00,     .00,    2.00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    4.00, 4,2,3,3,  26,  38,9998,9998,  25,  30,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   50,   45,   40,2,2,2,2,4,4,4,4,2,2,2,4,3,2,1,2,2,2,1,1,2,9,1,4,4,4,4,4,4,2,1,1,2,1,2,1,2,2,1,1,1,2,1,3,2,3,1,2,2,2,3,9,1,28,    .800,    .042,    .533,9999.000,    .889,    .047,3,    1073,1,  23.844,   -.827,   -.121,   .4200,   .2108, -1.1399,   .7142,  30.9815,27697,P2006-04DEC07
27600,00164,DEU,276,1,  325,  440,1,  100.00,     .00,     .00,     .00,2,2,2,2,2,2,1,1,1,1,1,1,1,2,    4.00,    4.00, 4,5,3,3,  44,   5,9998,9998,  44,   5,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   46,   36,   36,1,1,1,1,4,4,2,2,2,2,3,3,3,1,2,2,3,1,2,2,2,1,1,4,4,4,4,1,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,1,1,28,    .783,    .047,    .575,9999.000,   1.000,    .060,3,     765,1,  16.452,   -.865,   -.399,  1.3899,   .7597,  -.5332, -1.0568,  30.6651,27697,P2006-04DEC07
27600,00165,DEU,276,1,  267,  268,1,   99.00,     .00,    1.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    4.00,  996.00, 3,3,3,3,  19,  12,  19,  12,  19,  12,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,   60,   55,   55,1,1,1,4,1,3,2,2,1,1,2,2,3,1,2,2,3,2,2,2,2,2,3,1,2,2,4,4,3,2,2,2,2,1,1,1,9,1,1,1,1,2,2,3,3,3,3,3,2,2,5,1,1,23,    .917,    .103,    .501,   1.000,   1.000,    .112,3,     535,3,  21.400,  -1.077,   -.399,  -.1756, -1.0674,   .0867,   .4649,  65.6548,27697,P2006-04DEC07
27600,00166,DEU,276,1,  441,  588,1,   95.00,    1.00,    4.00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    1.00, 4,3,3,3,  46,  24,  46,  24,  46,  24,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,   90,   80,   90,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,1,2,2,2,1,2,1,3,3,3,3,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,3,3,3,2,2,2,5,1,1,28,   1.000,    .078,    .571,   1.000,   1.000,    .087,3,    1029,2,  17.741,   -.713,   -.121,  1.3899,  1.6397,  1.3585, -1.0568,  43.1907,27697,P2006-04DEC07
27600,00167,DEU,276,1, 9997, 9997,7, 9997.00, 9997.00, 9997.00, 9997.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7, 9997.00, 9997.00,97,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, 9997, 9997, 9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,97,9997.000,9997.000,9997.000,9997.000,9997.000,9997.000,7,   99997,7,9997.000, 997.000, 997.000,997.0000,997.0000,997.0000,997.0000, 238.8571,27697,P2006-04DEC07
27600,00168,DEU,276,1,  214,  218,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    2.00,  996.00, 4,4,3,3,  14,  15,  14,  15,  14,  15,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,   30,   25,   20,1,1,1,1,4,4,4,2,3,2,3,3,3,1,1,1,3,2,2,2,2,1,1,2,2,2,4,4,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,3,3,3,3,3,2,3,2,1,28,    .667,    .058,    .505,   1.000,   1.000,    .069,3,     432,3,  20.093,   -.865,   -.399,  -.7088, -1.0674,  -.9813, -1.0568,  49.5217,27697,P2006-04DEC07
27600,00169,DEU,276,1,  340,  279,1,   88.00,     .00,   12.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,1,    5.00,  996.00, 4,4,3,2,  30,  21,  30,  21,   0,   0,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,   30,   25,   20,3,1,1,2,3,3,3,2,2,2,2,2,2,1,1,2,3,2,2,2,1,2,2,3,4,3,4,2,3,1,1,2,2,1,2,1,1,1,1,1,1,2,2,3,3,3,3,3,2,2,8,2,2,28,    .667,    .040,    .451,   1.000,    .000,    .048,3,     619,2,  15.284,   -.895,   -.955,  -.1756,   .2108,  -.2340,   .4649,  33.1414,27697,P2006-04DEC07
27600,00170,DEU,276,1,  132,  134,1,   90.00,     .00,   10.00,     .00,1,1,1,1,1,1,1,1,1,2,2,2,2,2,    2.00,  996.00, 2,3,3,2,   8,  10,   8,   1,9998,   5,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,   35,   25,   20,3,3,1,3,4,4,3,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,4,4,4,4,4,1,2,2,1,1,2,2,2,1,1,1,1,2,2,3,3,3,3,3,2,3,2,2,2,18,    .571,    .094,    .504,    .654,9999.000,    .132,3,     266,1,  20.462,   -.865,   1.269,  -.1756,   .2108,   .6851,  1.1634, 174.0000,27697,P2006-04DEC07
27600,00171,DEU,276,1,  409,  373,1,   95.00,     .00,    5.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    6.00,  996.00, 4,3,3,3,  28,  16,  28,  16,  27,  15,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,   70,   70,   65,2,1,1,2,9,9,3,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,9,3,3,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,3,3,3,2,2,8,1,1,28,    .929,    .090,    .477,   1.000,    .958,    .090,3,     782,3,  21.722,   -.865,   -.677,  -.1756,  -.3330,   .4585,   .1660,  32.0837,27697,P2006-04DEC07
27600,00172,DEU,276,1,  459,  433,1, 9998.00, 9998.00, 9998.00, 9998.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    2.00, 4,3,3,3,  42,  25,   1,   1,  41,  24,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   67,   62,   56,2,2,1,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,4,4,4,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,8,1,1,28,    .836,    .070,    .485,    .028,    .972,    .075,3,     892,4,  16.367,   -.986,   -.955,  -.1756,   .2108,  -.0778,   .1660,  50.7249,27697,P2006-04DEC07
27600,00173,DEU,276,1,  607,  654,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    1.00,    5.00, 4,3,2,3,  64,  28,  58,  28,   6,9999,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,  112,   70,  111,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,3,3,4,4,3,2,2,2,1,1,2,1,1,1,1,1,1,2,2,3,3,3,3,2,1,1,8,2,2,28,    .991,    .056,    .519,    .923,    .077,    .089,3,    1261,2,  16.167,   -.713,   -.955,  -.1756,  -.3330,  1.3585,   .7142,  24.4795,27697,P2006-04DEC07
27600,00174,DEU,276,1,  208,  228,1,  100.00, 9999.00, 9999.00, 9999.00,1,1,1,1,1,1,1,1,1,2,2,2,2,2,    1.00,  996.00, 3,2,3,2,  11,  17,  11,  16,9999,   1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,   45,   45,   25,1,1,1,1,9,9,1,1,2,2,1,1,1,2,2,2,3,2,2,2,2,2,3,1,3,3,4,9,4,2,2,2,2,1,9,1,9,9,1,1,2,2,2,3,2,3,3,3,2,2,5,2,2,23,    .556,    .103,    .523,    .974,9999.000,    .103,3,     436,2,  22.359,   -.895,   -.121,  -.7088, -1.0674,   .9663, -1.0568, 174.0000,27697,P2006-04DEC07
27600,00175,DEU,276,1,  547,  509,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    6.00,    6.00, 4,3,3,3,  46,  34,  46,  34,  46,  33,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,   45,   35,   40,1,1,1,1,4,3,2,2,1,1,1,1,1,1,2,2,3,2,2,2,2,1,2,3,3,3,4,3,3,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,3,3,1,2,1,5,1,1,28,    .889,    .033,    .482,   1.000,    .992,    .043,3,    1056,2,  16.762,  -1.017,   -.677,  -.1756,  -.3330,   .9663, -1.0568,  35.0538,27697,P2006-04DEC07
27600,00176,DEU,276,1,  219,  131,1, 9998.00, 9998.00, 9998.00, 9998.00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,   10.00,  996.00, 3,3,9,2,  17,  13,  17,  12,9999,9999,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,   30,   25,   28,4,1,2,3,9,3,3,3,3,2,2,4,2,1,2,1,3,2,2,2,2,2,3,1,4,3,4,4,4,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,3,3,2,1,1,3,2,2,23,    .933,    .071,    .374,    .979,9999.000,    .086,3,     350,2,  14.894,  -1.017,  -1.140, -2.2711, -1.0674,  -.8292,  1.1634, 105.0826,27697,P2006-04DEC07
27600,00177,DEU,276,1,   29,   31,1,  100.00,     .00,     .00,     .00,2,2,1,1,1,1,1,1,1,2,2,2,2,2,     .00,  996.00, 1,3,3,2,   8,   0,9998,9999,   7,9999,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   10,    8,    3,3,3,2,2,1,1,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,4,4,4,4,4,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,3,1,9,9,8,2,2,13,    .300,    .133,    .517,9999.000,    .875,    .167,3,      60,1,   7.500,  -1.017,   -.399,  -.1756, -1.0674,  -.3850,  1.1634, 174.0000,27697,P2006-04DEC07
27600,00178,DEU,276,1,  311,  245,1,  100.00,     .00,     .00,     .00,2,2,2,2,2,2,1,1,1,1,1,1,1,2,    4.00,    5.00, 3,3,3,2,  36,  38,   6,  16,  30,  22,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,   50,   45,   30,1,1,1,1,9,4,3,4,3,3,3,9,4,1,2,2,2,2,2,1,2,1,2,3,3,3,4,2,3,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,3,9,1,2,1,1,5,2,2,23,    .600,    .081,    .441,    .255,    .745,    .090,3,     556,2,  10.109,   -.713,   -.121,   .4200,   .2108, -1.5291, -1.0568,  29.3833,27697,P2006-04DEC07
27600,00179,DEU,276,1, 1100,  653,1,   80.00,     .00,   20.00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    2.00, 4,3,3,3,  96,  14,  96,  14,  96,  14,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,   75,   50,   10,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,1,3,1,2,4,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,3,1,2,1,2,3,1,1,28,    .133,    .029,    .373,   1.000,   1.000,    .043,3,    1753,4,  17.019,   -.827,   -.955,  1.3899,  1.6397,   .2629,   .7142,  24.2226,27697,P2006-04DEC07
27600,00180,DEU,276,1,  681,  686,1,   90.00,     .00,     .00,   10.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    1.00,    8.00, 3,4,2,3,  59,  64,9998,  62,   4,   0,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,  140,  120,  130,3,1,1,4,1,4,3,1,1,1,3,3,3,1,2,2,2,2,2,2,2,2,1,3,4,4,4,3,3,1,1,2,1,1,1,1,2,2,1,1,1,1,2,3,2,3,3,2,2,2,5,2,2,23,    .929,    .088,    .502,9999.000,    .044,    .102,3,    1367,1,  15.022,   -.895,  -1.233,   .4200,   .7597,  -.2340,   .9414,  28.0602,27697,P2006-04DEC07
27600,00181,DEU,276,1,  171,  221,2,   90.00,    9.00,    1.00,     .00,2,2,2,2,1,1,1,1,1,1,1,2,2,2,    1.00,  996.00, 4,3,3,3,  17,  13,  17,  13,  17,  12,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,   34,   25,   34,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,4,1,4,4,4,3,1,2,1,1,1,2,9,2,2,1,2,2,2,1,1,2,3,3,9,1,9,8,9,1,28,   1.000,    .064,    .564,   1.000,    .979,    .087,2,     392,4,  16.681,   -.258,   -.816,  -.7088,   .7597,   .9663,   .1660,  92.7319,27697,P2006-04DEC07
27600,00182,DEU,276,1,  335,  311,1,   99.00,     .00,    1.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    1.00,  996.00, 4,3,3,3,  23,  18,  23,  18,  21,  18,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,   55,   48,   48,1,1,1,1,1,3,3,2,2,2,4,3,2,2,2,2,2,2,2,2,2,1,1,2,4,3,4,4,4,1,2,2,1,1,2,1,9,9,1,2,2,2,2,3,3,2,3,2,2,2,3,1,1,28,    .873,    .074,    .481,   1.000,    .938,    .085,3,     646,2,  20.188,   -.865,   -.121, -1.3031,   .2108,  -.6806, -1.0568,  35.8980,27697,P2006-04DEC07
27600,00183,DEU,276,1,  457,  382,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    1.00,     .00, 4,2,3,3,  24,  34,  24,  34,9999,9999,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   70,   55,   42,2,1,1,3,4,3,2,1,2,1,2,2,1,2,2,2,3,2,2,2,2,1,1,4,1,3,4,4,4,2,2,1,1,1,2,1,1,1,2,1,1,2,2,3,2,3,3,2,2,3,3,2,1,28,    .600,    .066,    .455,   1.000,9999.000,    .083,3,     839,4,  20.463,   -.804,   -.769,  -.7088,   .2108,   .4585,   .4649,  29.1065,27697,P2006-04DEC07
27600,00184,DEU,276,1,  394,  477,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    3.00, 3,3,3,2,   8,  54,   8,  54,   0,   0,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,   80,   60,   80,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,2,2,4,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,2,1,1,2,2,2,3,2,2,23,   1.000,    .069,    .548,   1.000,    .000,    .092,3,     871,4,  24.886,   -.986,   -.955,   .4200,   .7597,  2.1351, -1.0568,  29.6930,27697,P2006-04DEC07
27600,00185,DEU,276,1, 9999, 9999,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    3.00, 9999.00, 3,4,2,9,  25,   4,9998,9999,9999,9999,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,   30,   30,   16,1,1,1,2,9,9,9,3,3,4,3,4,2,1,2,2,2,1,1,1,2,1,1,9,9,9,9,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,2,3,3,1,2,23,    .533,9999.000,9999.000,9999.000,9999.000,9999.000,3,   99999,9,9999.000,   -.986,   -.955,   .4200,  1.6397, -1.3818,  -.2490,  96.8533,27697,P2006-04DEC07
27600,00186,DEU,276,1,  415,  287,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    3.00,  996.00, 4,3,2,3,  31,   9,  31,   9,  31,   4,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,   50,   40,   45,2,2,1,2,1,1,3,3,2,2,2,2,3,2,2,2,3,2,2,2,1,1,1,2,1,2,4,3,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,3,3,3,2,2,2,3,1,2,28,    .900,    .057,    .409,   1.000,    .930,    .071,3,     702,4,  19.775,   -.986,   -.399,  1.3899,  1.6397,  -.5332,   .4649,  39.1965,27697,P2006-04DEC07
27600,00187,DEU,276,1,  387,  439,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    1.00,    1.00, 5,3,3,3,  40,  16,  40,  16,  40,  16,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,   45,   35,   39,3,3,2,3,1,2,4,3,3,3,3,3,3,1,2,2,3,1,2,2,2,2,1,2,2,1,4,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,3,2,2,2,5,2,1,33,    .867,    .042,    .531,   1.000,   1.000,    .054,3,     826,4,  17.208,   -.561,   -.816,  -.1756,   .2108, -1.3086,  1.3917,  47.8640,27697,P2006-04DEC07
27600,00188,DEU,276,1,  261,  227,1,   99.00,     .00,    1.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    2.00,  996.00, 5,4,3,3,  15,  15,   2,   0,   0,   1,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,   40,   33,   19,3,1,1,2,1,3,4,2,3,2,3,2,3,1,2,2,2,2,2,1,2,2,1,2,3,2,4,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,3,2,3,2,1,2,3,1,1,33,    .475,    .068,    .465,    .089,    .022,    .082,3,     488,3,  21.689,   -.865,   -.584, -2.2711, -2.2697,  -.8292,   .4649,  65.2691,27697,P2006-04DEC07
27600,00189,DEU,276,1,  212,  189,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    6.00,  996.00, 3,3,2,2,  23,  15,  19,  13,   4,   2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   37,   25,   21,3,2,1,3,1,3,1,1,1,1,3,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,3,3,4,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,3,3,2,2,3,5,1,2,23,    .568,    .062,    .471,    .836,    .164,    .092,3,     401,4,  13.148,   -.865,    .713,  -.7088, -1.0674,   .4585,   .9414,  44.8790,27697,P2006-04DEC07
